trip_id,start_node,start_state,start_district,destination_node,destination_state,destination_district,trip_type,cargo_type,vehicle_type,departure_time
T00599,N0010,Arunachal Pradesh,East Kameng,N0072,Mizoram,Mamit,Inter-state,Essential Goods,Truck,2026-03-07T03:45:00Z
T00600,N0101,Sikkim,Namchi,N0078,Nagaland,Niuland,Inter-state,Essential Goods,Medium Goods Vehicle,2026-04-21T14:00:00Z
T00601,N0064,Mizoram,Hnahthial,N0015,Arunachal Pradesh,Tirap,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-08T22:15:00Z
T00602,N0107,Tripura,West Tripura,N0046,Meghalaya,South Garo Hills,Inter-state,Food Supplies,Medium Goods Vehicle,2026-08-14T22:00:00Z
T00603,N0115,Tripura,West Tripura,N0026,Assam,Kamrup,Inter-state,Medicine,Heavy Truck,2026-02-15T01:30:00Z
T00604,N0052,Meghalaya,East Garo Hills,N0044,Manipur,Ukhrul,Inter-state,Construction Material,Truck,2026-06-23T10:45:00Z
T00605,N0099,Sikkim,Mangan,N0033,Manipur,Jiribam,Inter-state,Construction Material,Medium Goods Vehicle,2026-08-23T15:00:00Z
T00606,N0013,Arunachal Pradesh,Upper Subansiri,N0117,Tripura,Dhalai,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-26T12:15:00Z
T00607,N0092,Sikkim,Namchi,N0082,Nagaland,Mon,Inter-state,Construction Material,Medium Goods Vehicle,2026-05-25T18:00:00Z
T00608,N0016,Assam,Darrang,N0059,Meghalaya,West Khasi Hills,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-15T15:45:00Z
T00609,N0084,Nagaland,Chumoukedima,N0100,Sikkim,Gyalshing,Inter-state,Food Supplies,Heavy Truck,2026-01-20T13:45:00Z
T00610,N0118,Tripura,Dhalai,N0089,Nagaland,Longleng,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-09-22T03:15:00Z
T00611,N0105,Sikkim,Mangan,N0012,Arunachal Pradesh,West Siang,Inter-state,Construction Material,Truck,2026-10-09T03:30:00Z
T00612,N0018,Assam,Darrang,N0078,Nagaland,Niuland,Inter-state,Construction Material,Truck,2026-09-23T00:45:00Z
T00613,N0113,Tripura,Unakoti,N0004,Arunachal Pradesh,Upper Subansiri,Inter-state,Agricultural Produce,Heavy Truck,2026-05-05T21:45:00Z
T00614,N0042,Manipur,Jiribam,N0066,Mizoram,Aizawl,Inter-state,Agricultural Produce,Truck,2026-04-07T10:00:00Z
T00615,N0070,Mizoram,Hnahthial,N0106,Tripura,West Tripura,Inter-state,Essential Goods,Truck,2026-10-14T08:15:00Z
T00616,N0095,Sikkim,Gyalshing,N0021,Assam,Golaghat,Inter-state,Medicine,Medium Goods Vehicle,2026-06-12T07:00:00Z
T00617,N0054,Meghalaya,Ri-Bhoi,N0017,Assam,Dhubri,Inter-state,Medicine,Truck,2026-12-27T09:30:00Z
T00618,N0114,Tripura,Sepahijala,N0108,Tripura,Unakoti,Within-state,Agricultural Produce,Truck,2026-11-25T22:15:00Z
T00619,N0067,Mizoram,Hnahthial,N0001,Arunachal Pradesh,Tawang,Inter-state,Construction Material,Heavy Truck,2026-09-11T02:30:00Z
T00620,N0069,Mizoram,Mamit,N0038,Manipur,Ukhrul,Inter-state,Essential Goods,Heavy Truck,2026-02-17T02:00:00Z
T00621,N0049,Meghalaya,North Garo Hills,N0039,Manipur,Thoubal,Inter-state,Medicine,Medium Goods Vehicle,2026-06-11T18:15:00Z
T00622,N0098,Sikkim,Namchi,N0028,Assam,Lakhimpur,Inter-state,Construction Material,Heavy Truck,2026-11-19T17:15:00Z
T00623,N0099,Sikkim,Mangan,N0077,Nagaland,Zunheboto,Inter-state,Construction Material,Heavy Truck,2026-10-13T16:15:00Z
T00624,N0024,Assam,Nagaon,N0082,Nagaland,Mon,Inter-state,Agricultural Produce,Heavy Truck,2026-01-16T04:15:00Z
T00625,N0067,Mizoram,Hnahthial,N0091,Sikkim,Gangtok,Inter-state,Construction Material,Heavy Truck,2026-02-11T18:45:00Z
T00626,N0084,Nagaland,Chumoukedima,N0105,Sikkim,Mangan,Inter-state,Essential Goods,Heavy Truck,2026-06-15T17:00:00Z
T00627,N0002,Arunachal Pradesh,Lower Subansiri,N0033,Manipur,Jiribam,Inter-state,Food Supplies,Medium Goods Vehicle,2026-06-09T11:15:00Z
T00628,N0012,Arunachal Pradesh,West Siang,N0091,Sikkim,Gangtok,Inter-state,Food Supplies,Heavy Truck,2026-01-11T13:45:00Z
T00629,N0118,Tripura,Dhalai,N0046,Meghalaya,South Garo Hills,Inter-state,Construction Material,Truck,2026-01-07T07:00:00Z
T00630,N0034,Manipur,Ukhrul,N0058,Meghalaya,East Khasi Hills,Inter-state,Essential Goods,Truck,2026-01-06T15:00:00Z
T00631,N0087,Nagaland,Kohima,N0040,Manipur,Noney,Inter-state,Food Supplies,Medium Goods Vehicle,2026-08-08T06:30:00Z
T00632,N0006,Arunachal Pradesh,East Kameng,N0007,Arunachal Pradesh,West Kameng,Within-state,Medicine,Medium Goods Vehicle,2026-06-15T18:00:00Z
T00633,N0013,Arunachal Pradesh,Upper Subansiri,N0038,Manipur,Ukhrul,Inter-state,Food Supplies,Medium Goods Vehicle,2026-06-28T03:30:00Z
T00634,N0022,Assam,Barpeta,N0097,Sikkim,Mangan,Inter-state,Construction Material,Truck,2026-03-04T08:45:00Z
T00635,N0100,Sikkim,Gyalshing,N0012,Arunachal Pradesh,West Siang,Inter-state,Essential Goods,Heavy Truck,2026-10-13T11:15:00Z
T00636,N0009,Arunachal Pradesh,Namsai,N0028,Assam,Lakhimpur,Inter-state,Construction Material,Truck,2026-03-23T05:00:00Z
T00637,N0104,Sikkim,Mangan,N0001,Arunachal Pradesh,Tawang,Inter-state,Food Supplies,Heavy Truck,2026-12-14T12:45:00Z
T00638,N0081,Nagaland,Chumoukedima,N0022,Assam,Barpeta,Inter-state,Food Supplies,Heavy Truck,2026-02-12T22:15:00Z
T00639,N0023,Assam,Kamrup Metropolitan,N0083,Nagaland,Dimapur,Inter-state,Food Supplies,Medium Goods Vehicle,2026-06-10T02:00:00Z
T00640,N0076,Nagaland,Kohima,N0099,Sikkim,Mangan,Inter-state,Medicine,Truck,2026-06-03T19:45:00Z
T00641,N0103,Sikkim,Namchi,N0077,Nagaland,Zunheboto,Inter-state,Essential Goods,Heavy Truck,2026-12-26T06:15:00Z
T00642,N0100,Sikkim,Gyalshing,N0064,Mizoram,Hnahthial,Inter-state,Essential Goods,Heavy Truck,2026-09-27T17:45:00Z
T00643,N0047,Meghalaya,Eastern West Khasi Hills,N0026,Assam,Kamrup,Inter-state,Food Supplies,Heavy Truck,2026-01-05T00:45:00Z
T00644,N0084,Nagaland,Chumoukedima,N0001,Arunachal Pradesh,Tawang,Inter-state,Essential Goods,Heavy Truck,2026-11-25T23:15:00Z
T00645,N0023,Assam,Kamrup Metropolitan,N0091,Sikkim,Gangtok,Inter-state,Medicine,Medium Goods Vehicle,2026-08-14T10:30:00Z
T00646,N0003,Arunachal Pradesh,Tawang,N0014,Arunachal Pradesh,Longding,Within-state,Medicine,Medium Goods Vehicle,2026-07-06T14:45:00Z
T00647,N0060,Meghalaya,East Garo Hills,N0043,Manipur,Noney,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-11-08T20:15:00Z
T00648,N0004,Arunachal Pradesh,Upper Subansiri,N0084,Nagaland,Chumoukedima,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-08-04T14:00:00Z
T00649,N0013,Arunachal Pradesh,Upper Subansiri,N0110,Tripura,Dhalai,Inter-state,Food Supplies,Truck,2026-02-09T11:15:00Z
T00650,N0113,Tripura,Unakoti,N0019,Assam,Dhemaji,Inter-state,Construction Material,Heavy Truck,2026-01-09T03:15:00Z
T00651,N0045,Manipur,Senapati,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Medicine,Truck,2026-12-14T10:45:00Z
T00652,N0109,Tripura,South Tripura,N0089,Nagaland,Longleng,Inter-state,Essential Goods,Truck,2026-04-12T23:00:00Z
T00653,N0032,Manipur,Ukhrul,N0044,Manipur,Ukhrul,Within-state,Agricultural Produce,Truck,2026-02-25T17:30:00Z
T00654,N0010,Arunachal Pradesh,East Kameng,N0060,Meghalaya,East Garo Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-12T14:30:00Z
T00655,N0046,Meghalaya,South Garo Hills,N0103,Sikkim,Namchi,Inter-state,Agricultural Produce,Heavy Truck,2026-02-06T20:15:00Z
T00656,N0001,Arunachal Pradesh,Tawang,N0054,Meghalaya,Ri-Bhoi,Inter-state,Medicine,Heavy Truck,2026-06-06T10:15:00Z
T00657,N0041,Manipur,Imphal East,N0012,Arunachal Pradesh,West Siang,Inter-state,Food Supplies,Heavy Truck,2026-01-23T15:15:00Z
T00658,N0064,Mizoram,Hnahthial,N0067,Mizoram,Hnahthial,Within-state,Construction Material,Heavy Truck,2026-05-04T09:15:00Z
T00659,N0020,Assam,Dhubri,N0090,Nagaland,Chumoukedima,Inter-state,Construction Material,Heavy Truck,2026-02-17T03:30:00Z
T00660,N0007,Arunachal Pradesh,West Kameng,N0086,Nagaland,Wokha,Inter-state,Construction Material,Truck,2026-08-10T01:30:00Z
T00661,N0048,Meghalaya,West Garo Hills,N0038,Manipur,Ukhrul,Inter-state,Agricultural Produce,Truck,2026-10-10T02:45:00Z
T00662,N0090,Nagaland,Chumoukedima,N0038,Manipur,Ukhrul,Inter-state,Medicine,Medium Goods Vehicle,2026-06-03T08:15:00Z
T00663,N0026,Assam,Kamrup,N0009,Arunachal Pradesh,Namsai,Inter-state,Essential Goods,Medium Goods Vehicle,2026-03-28T12:45:00Z
T00664,N0081,Nagaland,Chumoukedima,N0037,Manipur,Tamenglong,Inter-state,Food Supplies,Truck,2026-08-06T10:30:00Z
T00665,N0043,Manipur,Noney,N0021,Assam,Golaghat,Inter-state,Essential Goods,Truck,2026-03-11T21:15:00Z
T00666,N0010,Arunachal Pradesh,East Kameng,N0075,Mizoram,Serchhip,Inter-state,Construction Material,Heavy Truck,2026-04-05T12:15:00Z
T00667,N0108,Tripura,Unakoti,N0102,Sikkim,Gyalshing,Inter-state,Food Supplies,Medium Goods Vehicle,2026-08-08T16:45:00Z
T00668,N0101,Sikkim,Namchi,N0015,Arunachal Pradesh,Tirap,Inter-state,Food Supplies,Heavy Truck,2026-07-10T05:00:00Z
T00669,N0071,Mizoram,Champhai,N0041,Manipur,Imphal East,Inter-state,Essential Goods,Truck,2026-12-26T21:15:00Z
T00670,N0046,Meghalaya,South Garo Hills,N0073,Mizoram,Champhai,Inter-state,Medicine,Medium Goods Vehicle,2026-09-05T22:00:00Z
T00671,N0077,Nagaland,Zunheboto,N0060,Meghalaya,East Garo Hills,Inter-state,Essential Goods,Heavy Truck,2026-05-17T11:45:00Z
T00672,N0010,Arunachal Pradesh,East Kameng,N0112,Tripura,Unakoti,Inter-state,Essential Goods,Truck,2026-11-09T22:30:00Z
T00673,N0093,Sikkim,Gangtok,N0054,Meghalaya,Ri-Bhoi,Inter-state,Essential Goods,Truck,2026-10-14T14:00:00Z
T00674,N0114,Tripura,Sepahijala,N0119,Tripura,West Tripura,Within-state,Food Supplies,Heavy Truck,2026-03-02T17:45:00Z
T00675,N0007,Arunachal Pradesh,West Kameng,N0077,Nagaland,Zunheboto,Inter-state,Essential Goods,Heavy Truck,2026-12-19T16:15:00Z
T00676,N0034,Manipur,Ukhrul,N0090,Nagaland,Chumoukedima,Inter-state,Essential Goods,Truck,2026-03-06T11:30:00Z
T00677,N0045,Manipur,Senapati,N0039,Manipur,Thoubal,Within-state,Food Supplies,Heavy Truck,2026-09-19T04:00:00Z
T00678,N0019,Assam,Dhemaji,N0089,Nagaland,Longleng,Inter-state,Construction Material,Heavy Truck,2026-11-04T01:45:00Z
T00679,N0071,Mizoram,Champhai,N0076,Nagaland,Kohima,Inter-state,Essential Goods,Medium Goods Vehicle,2026-06-23T16:15:00Z
T00680,N0087,Nagaland,Kohima,N0105,Sikkim,Mangan,Inter-state,Food Supplies,Heavy Truck,2026-09-05T18:00:00Z
T00681,N0001,Arunachal Pradesh,Tawang,N0091,Sikkim,Gangtok,Inter-state,Construction Material,Heavy Truck,2026-02-05T18:30:00Z
T00682,N0016,Assam,Darrang,N0107,Tripura,West Tripura,Inter-state,Essential Goods,Heavy Truck,2026-08-15T07:45:00Z
T00683,N0011,Arunachal Pradesh,Namsai,N0024,Assam,Nagaon,Inter-state,Agricultural Produce,Heavy Truck,2026-10-17T12:15:00Z
T00684,N0101,Sikkim,Namchi,N0099,Sikkim,Mangan,Within-state,Medicine,Truck,2026-12-23T02:45:00Z
T00685,N0038,Manipur,Ukhrul,N0050,Meghalaya,East Khasi Hills,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-02T19:30:00Z
T00686,N0090,Nagaland,Chumoukedima,N0069,Mizoram,Mamit,Inter-state,Construction Material,Medium Goods Vehicle,2026-08-04T11:30:00Z
T00687,N0005,Arunachal Pradesh,Upper Subansiri,N0009,Arunachal Pradesh,Namsai,Within-state,Construction Material,Heavy Truck,2026-01-26T19:30:00Z
T00688,N0067,Mizoram,Hnahthial,N0036,Manipur,Ukhrul,Inter-state,Essential Goods,Heavy Truck,2026-10-09T21:00:00Z
T00689,N0067,Mizoram,Hnahthial,N0105,Sikkim,Mangan,Inter-state,Essential Goods,Heavy Truck,2026-03-05T09:15:00Z
T00690,N0096,Sikkim,Pakyong,N0066,Mizoram,Aizawl,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-09T08:30:00Z
T00691,N0099,Sikkim,Mangan,N0035,Manipur,Ukhrul,Inter-state,Essential Goods,Truck,2026-02-01T18:45:00Z
T00692,N0061,Mizoram,Saitual,N0039,Manipur,Thoubal,Inter-state,Essential Goods,Heavy Truck,2026-10-10T03:45:00Z
T00693,N0100,Sikkim,Gyalshing,N0035,Manipur,Ukhrul,Inter-state,Medicine,Heavy Truck,2026-12-08T13:45:00Z
T00694,N0096,Sikkim,Pakyong,N0074,Mizoram,Lunglei,Inter-state,Food Supplies,Medium Goods Vehicle,2026-08-11T02:30:00Z
T00695,N0103,Sikkim,Namchi,N0035,Manipur,Ukhrul,Inter-state,Construction Material,Truck,2026-01-15T13:45:00Z
T00696,N0063,Mizoram,Serchhip,N0059,Meghalaya,West Khasi Hills,Inter-state,Food Supplies,Medium Goods Vehicle,2026-01-24T11:45:00Z
T00697,N0045,Manipur,Senapati,N0065,Mizoram,Saitual,Inter-state,Medicine,Truck,2026-08-12T01:15:00Z
T00698,N0109,Tripura,South Tripura,N0012,Arunachal Pradesh,West Siang,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-24T04:00:00Z
T00699,N0023,Assam,Kamrup Metropolitan,N0068,Mizoram,Aizawl,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-04-22T16:15:00Z
T00700,N0087,Nagaland,Kohima,N0088,Nagaland,Longleng,Within-state,Essential Goods,Medium Goods Vehicle,2026-06-22T11:45:00Z
T00701,N0055,Meghalaya,West Jaintia Hills,N0001,Arunachal Pradesh,Tawang,Inter-state,Medicine,Medium Goods Vehicle,2026-07-26T14:15:00Z
T00702,N0053,Meghalaya,South West Khasi Hills,N0015,Arunachal Pradesh,Tirap,Inter-state,Food Supplies,Heavy Truck,2026-06-11T22:30:00Z
T00703,N0069,Mizoram,Mamit,N0010,Arunachal Pradesh,East Kameng,Inter-state,Medicine,Truck,2026-03-03T00:45:00Z
T00704,N0117,Tripura,Dhalai,N0024,Assam,Nagaon,Inter-state,Food Supplies,Truck,2026-05-03T13:45:00Z
T00705,N0109,Tripura,South Tripura,N0035,Manipur,Ukhrul,Inter-state,Agricultural Produce,Truck,2026-04-01T10:00:00Z
T00706,N0008,Arunachal Pradesh,Tawang,N0054,Meghalaya,Ri-Bhoi,Inter-state,Essential Goods,Medium Goods Vehicle,2026-03-12T10:00:00Z
T00707,N0103,Sikkim,Namchi,N0063,Mizoram,Serchhip,Inter-state,Medicine,Truck,2026-03-11T13:15:00Z
T00708,N0058,Meghalaya,East Khasi Hills,N0021,Assam,Golaghat,Inter-state,Agricultural Produce,Truck,2026-09-01T01:30:00Z
T00709,N0033,Manipur,Jiribam,N0065,Mizoram,Saitual,Inter-state,Construction Material,Truck,2026-02-09T01:30:00Z
T00710,N0088,Nagaland,Longleng,N0097,Sikkim,Mangan,Inter-state,Medicine,Medium Goods Vehicle,2026-12-15T15:15:00Z
T00711,N0065,Mizoram,Saitual,N0043,Manipur,Noney,Inter-state,Agricultural Produce,Truck,2026-10-19T16:45:00Z
T00712,N0064,Mizoram,Hnahthial,N0089,Nagaland,Longleng,Inter-state,Medicine,Truck,2026-01-18T08:45:00Z
T00713,N0119,Tripura,West Tripura,N0064,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Truck,2026-07-08T16:45:00Z
T00714,N0061,Mizoram,Saitual,N0021,Assam,Golaghat,Inter-state,Medicine,Truck,2026-10-08T05:30:00Z
T00715,N0044,Manipur,Ukhrul,N0112,Tripura,Unakoti,Inter-state,Agricultural Produce,Heavy Truck,2026-08-12T23:00:00Z
T00716,N0101,Sikkim,Namchi,N0100,Sikkim,Gyalshing,Within-state,Agricultural Produce,Truck,2026-06-13T00:00:00Z
T00717,N0026,Assam,Kamrup,N0029,Assam,Barpeta,Within-state,Agricultural Produce,Truck,2026-06-03T11:15:00Z
T00718,N0022,Assam,Barpeta,N0023,Assam,Kamrup Metropolitan,Within-state,Construction Material,Truck,2026-03-18T08:45:00Z
T00719,N0092,Sikkim,Namchi,N0046,Meghalaya,South Garo Hills,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-11-01T14:15:00Z
T00720,N0117,Tripura,Dhalai,N0120,Tripura,Sepahijala,Within-state,Food Supplies,Medium Goods Vehicle,2026-02-18T05:15:00Z
T00721,N0037,Manipur,Tamenglong,N0074,Mizoram,Lunglei,Inter-state,Food Supplies,Heavy Truck,2026-04-12T01:15:00Z
T00722,N0055,Meghalaya,West Jaintia Hills,N0034,Manipur,Ukhrul,Inter-state,Medicine,Medium Goods Vehicle,2026-02-23T19:45:00Z
T00723,N0034,Manipur,Ukhrul,N0014,Arunachal Pradesh,Longding,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-11T19:15:00Z
T00724,N0090,Nagaland,Chumoukedima,N0008,Arunachal Pradesh,Tawang,Inter-state,Food Supplies,Truck,2026-07-22T17:45:00Z
T00725,N0019,Assam,Dhemaji,N0050,Meghalaya,East Khasi Hills,Inter-state,Food Supplies,Heavy Truck,2026-09-26T10:15:00Z
T00726,N0048,Meghalaya,West Garo Hills,N0107,Tripura,West Tripura,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-17T08:15:00Z
T00727,N0094,Sikkim,Gangtok,N0118,Tripura,Dhalai,Inter-state,Construction Material,Truck,2026-09-20T18:30:00Z
T00728,N0045,Manipur,Senapati,N0107,Tripura,West Tripura,Inter-state,Construction Material,Truck,2026-01-18T09:30:00Z
T00729,N0091,Sikkim,Gangtok,N0113,Tripura,Unakoti,Inter-state,Construction Material,Heavy Truck,2026-05-09T16:30:00Z
T00730,N0120,Tripura,Sepahijala,N0035,Manipur,Ukhrul,Inter-state,Medicine,Truck,2026-07-19T23:45:00Z
T00731,N0099,Sikkim,Mangan,N0060,Meghalaya,East Garo Hills,Inter-state,Agricultural Produce,Truck,2026-06-08T16:45:00Z
T00732,N0101,Sikkim,Namchi,N0083,Nagaland,Dimapur,Inter-state,Food Supplies,Truck,2026-08-08T07:15:00Z
T00733,N0005,Arunachal Pradesh,Upper Subansiri,N0004,Arunachal Pradesh,Upper Subansiri,Within-state,Medicine,Medium Goods Vehicle,2026-06-16T17:30:00Z
T00734,N0103,Sikkim,Namchi,N0115,Tripura,West Tripura,Inter-state,Food Supplies,Truck,2026-01-28T01:30:00Z
T00735,N0116,Tripura,Sepahijala,N0082,Nagaland,Mon,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-01T08:45:00Z
T00736,N0110,Tripura,Dhalai,N0102,Sikkim,Gyalshing,Inter-state,Medicine,Heavy Truck,2026-09-04T08:15:00Z
T00737,N0059,Meghalaya,West Khasi Hills,N0060,Meghalaya,East Garo Hills,Within-state,Food Supplies,Truck,2026-06-15T20:45:00Z
T00738,N0104,Sikkim,Mangan,N0119,Tripura,West Tripura,Inter-state,Food Supplies,Truck,2026-02-03T16:45:00Z
T00739,N0028,Assam,Lakhimpur,N0024,Assam,Nagaon,Within-state,Food Supplies,Truck,2026-05-11T13:45:00Z
T00740,N0076,Nagaland,Kohima,N0080,Nagaland,Longleng,Within-state,Essential Goods,Medium Goods Vehicle,2026-05-27T19:15:00Z
T00741,N0066,Mizoram,Aizawl,N0017,Assam,Dhubri,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-02-04T11:00:00Z
T00742,N0058,Meghalaya,East Khasi Hills,N0062,Mizoram,Hnahthial,Inter-state,Food Supplies,Heavy Truck,2026-04-21T22:00:00Z
T00743,N0106,Tripura,West Tripura,N0013,Arunachal Pradesh,Upper Subansiri,Inter-state,Agricultural Produce,Heavy Truck,2026-02-27T04:00:00Z
T00744,N0115,Tripura,West Tripura,N0069,Mizoram,Mamit,Inter-state,Essential Goods,Heavy Truck,2026-04-08T08:45:00Z
T00745,N0081,Nagaland,Chumoukedima,N0006,Arunachal Pradesh,East Kameng,Inter-state,Medicine,Medium Goods Vehicle,2026-10-07T17:15:00Z
T00746,N0025,Assam,Tinsukia,N0092,Sikkim,Namchi,Inter-state,Construction Material,Heavy Truck,2026-09-15T10:30:00Z
T00747,N0013,Arunachal Pradesh,Upper Subansiri,N0112,Tripura,Unakoti,Inter-state,Construction Material,Medium Goods Vehicle,2026-08-27T17:15:00Z
T00748,N0113,Tripura,Unakoti,N0118,Tripura,Dhalai,Within-state,Construction Material,Medium Goods Vehicle,2026-01-01T04:15:00Z
T00749,N0031,Manipur,Noney,N0105,Sikkim,Mangan,Inter-state,Construction Material,Truck,2026-01-13T06:15:00Z
T00750,N0003,Arunachal Pradesh,Tawang,N0014,Arunachal Pradesh,Longding,Within-state,Construction Material,Truck,2026-08-14T00:30:00Z
T00751,N0052,Meghalaya,East Garo Hills,N0024,Assam,Nagaon,Inter-state,Medicine,Heavy Truck,2026-01-14T15:45:00Z
T00752,N0058,Meghalaya,East Khasi Hills,N0088,Nagaland,Longleng,Inter-state,Construction Material,Truck,2026-05-19T07:30:00Z
T00753,N0113,Tripura,Unakoti,N0058,Meghalaya,East Khasi Hills,Inter-state,Food Supplies,Truck,2026-12-25T01:15:00Z
T00754,N0098,Sikkim,Namchi,N0104,Sikkim,Mangan,Within-state,Food Supplies,Medium Goods Vehicle,2026-01-18T22:00:00Z
T00755,N0036,Manipur,Ukhrul,N0006,Arunachal Pradesh,East Kameng,Inter-state,Medicine,Medium Goods Vehicle,2026-07-13T22:15:00Z
T00756,N0043,Manipur,Noney,N0001,Arunachal Pradesh,Tawang,Inter-state,Medicine,Heavy Truck,2026-03-16T06:45:00Z
T00757,N0063,Mizoram,Serchhip,N0119,Tripura,West Tripura,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-03-11T04:00:00Z
T00758,N0108,Tripura,Unakoti,N0013,Arunachal Pradesh,Upper Subansiri,Inter-state,Essential Goods,Heavy Truck,2026-09-28T02:15:00Z
T00759,N0003,Arunachal Pradesh,Tawang,N0038,Manipur,Ukhrul,Inter-state,Food Supplies,Heavy Truck,2026-11-20T00:15:00Z
T00760,N0042,Manipur,Jiribam,N0005,Arunachal Pradesh,Upper Subansiri,Inter-state,Medicine,Heavy Truck,2026-02-02T12:30:00Z
T00761,N0024,Assam,Nagaon,N0041,Manipur,Imphal East,Inter-state,Medicine,Truck,2026-06-19T02:00:00Z
T00762,N0013,Arunachal Pradesh,Upper Subansiri,N0110,Tripura,Dhalai,Inter-state,Medicine,Medium Goods Vehicle,2026-04-13T12:30:00Z
T00763,N0109,Tripura,South Tripura,N0037,Manipur,Tamenglong,Inter-state,Construction Material,Truck,2026-01-19T03:00:00Z
T00764,N0019,Assam,Dhemaji,N0068,Mizoram,Aizawl,Inter-state,Agricultural Produce,Truck,2026-12-21T02:15:00Z
T00765,N0011,Arunachal Pradesh,Namsai,N0001,Arunachal Pradesh,Tawang,Within-state,Medicine,Medium Goods Vehicle,2026-06-21T10:00:00Z
T00766,N0026,Assam,Kamrup,N0104,Sikkim,Mangan,Inter-state,Medicine,Truck,2026-05-24T08:15:00Z
T00767,N0063,Mizoram,Serchhip,N0023,Assam,Kamrup Metropolitan,Inter-state,Essential Goods,Heavy Truck,2026-11-07T09:45:00Z
T00768,N0096,Sikkim,Pakyong,N0019,Assam,Dhemaji,Inter-state,Food Supplies,Heavy Truck,2026-10-24T21:30:00Z
T00769,N0060,Meghalaya,East Garo Hills,N0108,Tripura,Unakoti,Inter-state,Agricultural Produce,Truck,2026-03-03T07:00:00Z
T00770,N0098,Sikkim,Namchi,N0116,Tripura,Sepahijala,Inter-state,Food Supplies,Truck,2026-11-23T20:30:00Z
T00771,N0078,Nagaland,Niuland,N0111,Tripura,Dhalai,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-08-12T06:15:00Z
T00772,N0070,Mizoram,Hnahthial,N0069,Mizoram,Mamit,Within-state,Agricultural Produce,Truck,2026-10-20T19:15:00Z
T00773,N0079,Nagaland,Peren,N0059,Meghalaya,West Khasi Hills,Inter-state,Food Supplies,Heavy Truck,2026-03-02T06:30:00Z
T00774,N0091,Sikkim,Gangtok,N0006,Arunachal Pradesh,East Kameng,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-10-03T05:00:00Z
T00775,N0020,Assam,Dhubri,N0109,Tripura,South Tripura,Inter-state,Medicine,Heavy Truck,2026-04-27T01:15:00Z
T00776,N0083,Nagaland,Dimapur,N0102,Sikkim,Gyalshing,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-05-06T12:00:00Z
T00777,N0118,Tripura,Dhalai,N0092,Sikkim,Namchi,Inter-state,Construction Material,Truck,2026-01-05T16:00:00Z
T00778,N0070,Mizoram,Hnahthial,N0105,Sikkim,Mangan,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-11-06T05:45:00Z
T00779,N0100,Sikkim,Gyalshing,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Food Supplies,Heavy Truck,2026-07-06T16:00:00Z
T00780,N0119,Tripura,West Tripura,N0004,Arunachal Pradesh,Upper Subansiri,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-05-24T01:15:00Z
T00781,N0075,Mizoram,Serchhip,N0115,Tripura,West Tripura,Inter-state,Food Supplies,Truck,2026-01-03T18:00:00Z
T00782,N0053,Meghalaya,South West Khasi Hills,N0041,Manipur,Imphal East,Inter-state,Medicine,Heavy Truck,2026-01-11T09:00:00Z
T00783,N0097,Sikkim,Mangan,N0084,Nagaland,Chumoukedima,Inter-state,Agricultural Produce,Truck,2026-02-14T11:15:00Z
T00784,N0053,Meghalaya,South West Khasi Hills,N0070,Mizoram,Hnahthial,Inter-state,Food Supplies,Truck,2026-03-28T10:45:00Z
T00785,N0004,Arunachal Pradesh,Upper Subansiri,N0081,Nagaland,Chumoukedima,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-12-11T19:00:00Z
T00786,N0104,Sikkim,Mangan,N0067,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Truck,2026-09-23T14:00:00Z
T00787,N0103,Sikkim,Namchi,N0009,Arunachal Pradesh,Namsai,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-24T20:15:00Z
T00788,N0062,Mizoram,Hnahthial,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Food Supplies,Heavy Truck,2026-06-24T12:45:00Z
